h3_id,segment,hour_bucket,Week_part,overall_index,volume_index
8943a0200bbffff,Families,Other,Weekend,38.672,0.0248364
8943a0200bbffff,HNWI,After noon,Weekday,1.231,0.000155
8943a0200bbffff,HNWI,After noon,Weekend,0.939,0.000118262
8943a0200bbffff,HNWI,Morning,Weekday,8.56,0.005041
8943a0200bbffff,HNWI,Morning,Weekend,5.498,0.0032376
8943a0200bbffff,HNWI,Night,Weekday,30.496,0.019665
8943a0200bbffff,HNWI,Night,Weekend,23.461,0.0151289
8943a0200bbffff,HNWI,Noon,Weekday,14.335,0.008891
8943a0200bbffff,HNWI,Noon,Weekend,12.973,0.00804617
8943a0200bbffff,HNWI,Other,Weekday,18.415,0.011611
8943a0200bbffff,HNWI,Other,Weekend,26.428,0.0166635
8943a0200bbffff,Potential Car Buyers,After noon,Weekday,22.654,0.014437
8943a0200bbffff,Potential Car Buyers,After noon,Weekend,20.123,0.0128239
8943a0200bbffff,Potential Car Buyers,Morning,Weekday,25.135,0.016091
8943a0200bbffff,Potential Car Buyers,Morning,Weekend,24.201,0.0154933
8943a0200bbffff,Potential Car Buyers,Night,Weekday,12.394,0.007597
8943a0200bbffff,Potential Car Buyers,Night,Weekend,10.123,0.00620513
8943a0200bbffff,Potential Car Buyers,Noon,Weekday,21.385,0.013591
8943a0200bbffff,Potential Car Buyers,Noon,Weekend,30.321,0.0192705
8943a0200bbffff,Potential Car Buyers,Other,Weekday,25.465,0.016311
8943a0200bbffff,Potential Car Buyers,Other,Weekend,26.25,0.0168141
8943a0200c3ffff,Families,After noon,Weekday,9.565,0.005711
8943a0200c3ffff,Families,After noon,Weekend,9.285,0.0055437
8943a0200c3ffff,Families,Morning,Weekday,11.278,0.006853
8943a0200c3ffff,Families,Morning,Weekend,8.324,0.00505807
8943a0200c3ffff,Families,Night,Weekday,29.305,0.018871
8943a0200c3ffff,Families,Night,Weekend,27.206,0.0175196
8943a0200c3ffff,Families,Noon,Weekday,2.68,0.001121
8943a0200c3ffff,Families,Noon,Weekend,3.29,0.00137623
8943a0200c3ffff,Families,Other,Weekday,17.224,0.010817
8943a0200c3ffff,Families,Other,Weekend,12.209,0.00766736
8943a0200c3ffff,HNWI,After noon,Weekday,9.208,0.005473
8943a0200c3ffff,HNWI,After noon,Weekend,6.329,0.00376159
8943a0200c3ffff,HNWI,Morning,Weekday,6.073,0.003383
8943a0200c3ffff,HNWI,Morning,Weekend,3.914,0.00218043
8943a0200c3ffff,HNWI,Night,Weekday,8.473,0.004983
8943a0200c3ffff,HNWI,Night,Weekend,11.74,0.00690461
8943a0200c3ffff,HNWI,Noon,Weekday,2.323,0.000883
8943a0200c3ffff,HNWI,Noon,Weekend,3.076,0.0011692
8943a0200c3ffff,HNWI,Other,Weekday,26.392,0.016929
8943a0200c3ffff,HNWI,Other,Weekend,14.789,0.00948638
8943a0200c3ffff,Potential Car Buyers,After noon,Weekday,7.018,0.004013
8943a0200c3ffff,Potential Car Buyers,After noon,Weekend,4.227,0.00241711
8943a0200c3ffff,Potential Car Buyers,Morning,Weekday,9.499,0.005667
8943a0200c3ffff,Potential Car Buyers,Morning,Weekend,5.316,0.0031713
8943a0200c3ffff,Potential Car Buyers,Night,Weekday,2.374,0.000917
8943a0200c3ffff,Potential Car Buyers,Night,Weekend,2.715,0.00104876
8943a0200c3ffff,Potential Car Buyers,Noon,Weekday,5.749,0.003167
8943a0200c3ffff,Potential Car Buyers,Noon,Weekend,3.906,0.00215179
8943a0200c3ffff,Potential Car Buyers,Other,Weekday,20.293,0.012863
8943a0200c3ffff,Potential Car Buyers,Other,Weekend,20.933,0.0132686
8943a020157ffff,Families,After noon,Weekday,18.373,0.011583
8943a020157ffff,Families,After noon,Weekend,13.077,0.00824441
8943a020157ffff,Families,Morning,Weekday,20.854,0.013237
8943a020157ffff,Families,Morning,Weekend,28.259,0.0179372
8943a020157ffff,Families,Night,Weekday,23.254,0.014837
8943a020157ffff,Families,Night,Weekend,13.141,0.00838447
8943a020157ffff,Families,Noon,Weekday,17.104,0.010737
8943a020157ffff,Families,Noon,Weekend,24.67,0.0154864
8943a020157ffff,Families,Other,Weekday,11.173,0.006783
8943a020157ffff,Families,Other,Weekend,12.363,0.00750549
8943a020157ffff,HNWI,After noon,Weekday,1.438,0.000293
8943a020157ffff,HNWI,After noon,Weekend,0.851,0.000173424
8943a020157ffff,HNWI,Morning,Weekday,8.767,0.005179
8943a020157ffff,HNWI,Morning,Weekend,5.762,0.00340371
8943a020157ffff,HNWI,Night,Weekday,30.703,0.019803
8943a020157ffff,HNWI,Night,Weekend,32.45,0.0209298
8943a020157ffff,HNWI,Noon,Weekday,5.017,0.002679
8943a020157ffff,HNWI,Noon,Weekend,6.249,0.00333683
8943a020157ffff,HNWI,Other,Weekday,9.097,0.005399
8943a020157ffff,HNWI,Other,Weekend,10.829,0.00642679
8943a020157ffff,Potential Car Buyers,After noon,Weekday,13.336,0.008225
8943a020157ffff,Potential Car Buyers,After noon,Weekend,17.41,0.0107377
8943a020157ffff,Potential Car Buyers,Morning,Weekday,15.817,0.009879
8943a020157ffff,Potential Car Buyers,Morning,Weekend,14.667,0.00916046
8943a020157ffff,Potential Car Buyers,Night,Weekday,12.601,0.007735
8943a020157ffff,Potential Car Buyers,Night,Weekend,16.503,0.0101303
8943a020157ffff,Potential Car Buyers,Noon,Weekday,21.592,0.013729
8943a020157ffff,Potential Car Buyers,Noon,Weekend,19.504,0.0124015
8943a020157ffff,Potential Car Buyers,Other,Weekday,30.52,0.019681
8943a020157ffff,Potential Car Buyers,Other,Weekend,37.542,0.0242092
8943a020197ffff,Families,After noon,Weekday,10.399,0.006267
8943a020197ffff,Families,After noon,Weekend,14.052,0.00846829
8943a020197ffff,Families,Morning,Weekday,17.728,0.011153
8943a020197ffff,Families,Morning,Weekend,20.21,0.0127144
8943a020197ffff,Families,Night,Weekday,14.512,0.009009
8943a020197ffff,Families,Night,Weekend,14.895,0.00924685
8943a020197ffff,Families,Noon,Weekday,23.503,0.015003
8943a020197ffff,Families,Noon,Weekend,22.439,0.0143239
8943a020197ffff,Families,Other,Weekday,2.431,0.000955
8943a020197ffff,Families,Other,Weekend,3.143,0.00123476
8943a020197ffff,HNWI,After noon,Weekday,22.696,0.014465
8943a020197ffff,HNWI,After noon,Weekend,24.888,0.0158619
8943a020197ffff,HNWI,Morning,Weekday,30.025,0.019351
8943a020197ffff,HNWI,Morning,Weekend,21.741,0.0140118
8943a020197ffff,HNWI,Night,Weekday,21.961,0.013975
8943a020197ffff,HNWI,Night,Weekend,18.412,0.0117164
8943a020197ffff,HNWI,Noon,Weekday,21.427,0.013619
8943a020197ffff,HNWI,Noon,Weekend,21.766,0.0138342
8943a020197ffff,HNWI,Other,Weekday,9.88,0.005921
8943a020197ffff,HNWI,Other,Weekend,9.598,0.00575173
8943a020197ffff,Potential Car Buyers,After noon,Weekday,29.746,0.019165
8943a020197ffff,Potential Car Buyers,After noon,Weekend,32.629,0.0210224
8943a020197ffff,Potential Car Buyers,Morning,Weekday,16.6,0.010401
8943a020197ffff,Potential Car Buyers,Morning,Weekend,18.147,0.0113703
8943a020197ffff,Potential Car Buyers,Night,Weekday,4.627,0.002419
8943a020197ffff,Potential Car Buyers,Night,Weekend,5.072,0.00265163
8943a020197ffff,Potential Car Buyers,Noon,Weekday,12.85,0.007901
8943a020197ffff,Potential Car Buyers,Noon,Weekend,16.982,0.0104419
8943a020197ffff,Potential Car Buyers,Other,Weekday,22.546,0.014365
8943a020197ffff,Potential Car Buyers,Other,Weekend,19.58,0.0124753
8943a0201bbffff,Families,After noon,Weekday,24.247,0.015499
8943a0201bbffff,Families,After noon,Weekend,21.672,0.0138533
8943a0201bbffff,Families,Morning,Weekday,1.576,0.000385
8943a0201bbffff,Families,Morning,Weekend,1.335,0.00032613
8943a0201bbffff,Families,Night,Weekday,13.987,0.008659
8943a0201bbffff,Families,Night,Weekend,19.782,0.0122463
8943a0201bbffff,Families,Noon,Weekday,17.362,0.010909
8943a0201bbffff,Families,Noon,Weekend,10.22,0.00642149
8943a0201bbffff,Families,Other,Weekday,1.906,0.000605
8943a0201bbffff,Families,Other,Weekend,1.642,0.000521094
8943a0201bbffff,HNWI,After noon,Weekday,30.277,0.019519
8943a0201bbffff,HNWI,After noon,Weekend,28.957,0.018668
8943a0201bbffff,HNWI,Morning,Weekday,7.606,0.004405
8943a0201bbffff,HNWI,Morning,Weekend,10.13,0.00586682
8943a0201bbffff,HNWI,Night,Weekday,29.542,0.019029
8943a0201bbffff,HNWI,Night,Weekend,19.129,0.0123216
8943a0201bbffff,HNWI,Noon,Weekday,13.381,0.008255
8943a0201bbffff,HNWI,Noon,Weekend,17.425,0.0107497
8943a0201bbffff,HNWI,Other,Weekday,17.461,0.010975
8943a0201bbffff,HNWI,Other,Weekend,11.535,0.00725032
8943a0201bbffff,Potential Car Buyers,After noon,Weekday,25.597,0.016399
8943a0201bbffff,Potential Car Buyers,After noon,Weekend,17.129,0.0109739
8943a0201bbffff,Potential Car Buyers,Morning,Weekday,2.926,0.001285
8943a0201bbffff,Potential Car Buyers,Morning,Weekend,2.526,0.0011095
8943a0201bbffff,Potential Car Buyers,Night,Weekday,24.862,0.015909
8943a0201bbffff,Potential Car Buyers,Night,Weekend,27.247,0.0174352
8943a0201bbffff,Potential Car Buyers,Noon,Weekday,29.176,0.018785
8943a0201bbffff,Potential Car Buyers,Noon,Weekend,38.849,0.025013
8943a0201bbffff,Potential Car Buyers,Other,Weekday,12.781,0.007855
8943a0201bbffff,Potential Car Buyers,Other,Weekend,9.85,0.00605391
8943a0202cbffff,Families,After noon,Weekday,13.663,0.008443
8943a0202cbffff,Families,After noon,Weekend,9.794,0.00605241
8943a0202cbffff,Families,Morning,Weekday,20.992,0.013329
8943a0202cbffff,Families,Morning,Weekend,19.674,0.012492
8943a0202cbffff,Families,Night,Weekday,12.928,0.007953
8943a0202cbffff,Families,Night,Weekend,7.506,0.00461763
8943a0202cbffff,Families,Noon,Weekday,17.242,0.010829
8943a0202cbffff,Families,Noon,Weekend,12.223,0.00767676
8943a0202cbffff,Families,Other,Weekday,30.847,0.019899
8943a0202cbffff,Families,Other,Weekend,25.799,0.0166426
8943a0202cbffff,HNWI,After noon,Weekday,14.725,0.009151
8943a0202cbffff,HNWI,After noon,Weekend,18.905,0.0117487
8943a0202cbffff,HNWI,Morning,Weekday,22.054,0.014037
8943a0202cbffff,HNWI,Morning,Weekend,29.902,0.0190318
8943a0202cbffff,HNWI,Night,Weekday,4.465,0.002311
8943a0202cbffff,HNWI,Night,Weekend,6.056,0.00313467
8943a0202cbffff,HNWI,Noon,Weekday,18.304,0.011537
8943a0202cbffff,HNWI,Noon,Weekend,19.231,0.012121
8943a0202cbffff,HNWI,Other,Weekday,22.384,0.014257
8943a0202cbffff,HNWI,Other,Weekend,14.537,0.00925881
8943a0202cbffff,Potential Car Buyers,After noon,Weekday,8.626,0.005085
8943a0202cbffff,Potential Car Buyers,After noon,Weekend,11.164,0.00658143
8943a0202cbffff,Potential Car Buyers,Morning,Weekday,25.48,0.016321
8943a0202cbffff,Potential Car Buyers,Morning,Weekend,16.731,0.0107169
8943a0202cbffff,Potential Car Buyers,Night,Weekday,7.891,0.004595
8943a0202cbffff,Potential Car Buyers,Night,Weekend,6.608,0.00384793
8943a0202cbffff,Potential Car Buyers,Noon,Weekday,16.114,0.010077
8943a0202cbffff,Potential Car Buyers,Noon,Weekend,21.858,0.0136689
8943a0202cbffff,Potential Car Buyers,Other,Weekday,25.81,0.016541
8943a0202cbffff,Potential Car Buyers,Other,Weekend,29.82,0.0191106
8943a02038fffff,Families,After noon,Weekday,1.672,0.000449
8943a02038fffff,Families,After noon,Weekend,2.301,0.000617819
8943a02038fffff,Families,Morning,Weekday,9.001,0.005335
8943a02038fffff,Families,Morning,Weekend,9.637,0.00571206
8943a02038fffff,Families,Night,Weekday,21.412,0.013609
8943a02038fffff,Families,Night,Weekend,18.305,0.0116344
8943a02038fffff,Families,Noon,Weekday,30.403,0.019603
8943a02038fffff,Families,Noon,Weekend,39.816,0.0256725
8943a02038fffff,Families,Other,Weekday,9.331,0.005555
8943a02038fffff,Families,Other,Weekend,8.97,0.00533995
8943a02038fffff,HNWI,After noon,Weekday,13.318,0.008213
8943a02038fffff,HNWI,After noon,Weekend,13.347,0.00823066
8943a02038fffff,HNWI,Morning,Weekday,30.172,0.019449
8943a02038fffff,HNWI,Morning,Weekend,21.793,0.0140478
8943a02038fffff,HNWI,Night,Weekday,12.583,0.007723
8943a02038fffff,HNWI,Night,Weekend,7.809,0.00479284
8943a02038fffff,HNWI,Noon,Weekday,26.422,0.016949
8943a02038fffff,HNWI,Noon,Weekend,38.253,0.0245384
8943a02038fffff,HNWI,Other,Weekday,30.502,0.019669
8943a02038fffff,HNWI,Other,Weekend,20.228,0.0130439
8943a02038fffff,Potential Car Buyers,After noon,Weekday,4.741,0.002495
8943a02038fffff,Potential Car Buyers,After noon,Weekend,2.671,0.00140588
8943a02038fffff,Potential Car Buyers,Morning,Weekday,7.222,0.004149
8943a02038fffff,Potential Car Buyers,Morning,Weekend,10.26,0.00589454
8943a02038fffff,Potential Car Buyers,Night,Weekday,19.633,0.012423
8943a02038fffff,Potential Car Buyers,Night,Weekend,16.512,0.0104483
8943a02038fffff,Potential Car Buyers,Noon,Weekday,3.472,0.001649
8943a02038fffff,Potential Car Buyers,Noon,Weekend,4.967,0.00235918
8943a02038fffff,Potential Car Buyers,Other,Weekday,7.552,0.004369
8943a02038fffff,Potential Car Buyers,Other,Weekend,10.709,0.00619535
8943a020393ffff,Families,After noon,Weekday,11.284,0.006857
8943a020393ffff,Families,After noon,Weekend,16.335,0.00992626
8943a020393ffff,Families,Morning,Weekday,18.613,0.011743
8943a020393ffff,Families,Morning,Weekend,10.39,0.00655526
8943a020393ffff,Families,Night,Weekday,16.165,0.010111
8943a020393ffff,Families,Night,Weekend,9.908,0.00619761
8943a020393ffff,Families,Noon,Weekday,24.388,0.015593
8943a020393ffff,Families,Noon,Weekend,34.248,0.0218972
8943a020393ffff,Families,Other,Weekday,4.084,0.002057
8943a020393ffff,Families,Other,Weekend,2.451,0.00123426
8943a020393ffff,HNWI,After noon,Weekday,20.452,0.012969
8943a020393ffff,HNWI,After noon,Weekend,26.019,0.0164994
8943a020393ffff,HNWI,Morning,Weekday,22.933,0.014623
8943a020393ffff,HNWI,Morning,Weekend,23.281,0.0148449
8943a020393ffff,HNWI,Night,Weekday,15.808,0.009873
8943a020393ffff,HNWI,Night,Weekend,18.535,0.0115762
8943a020393ffff,HNWI,Noon,Weekday,19.183,0.012123
8943a020393ffff,HNWI,Noon,Weekend,11.962,0.00755972
8943a020393ffff,HNWI,Other,Weekday,3.727,0.001819
8943a020393ffff,HNWI,Other,Weekend,2.944,0.00143669
8943a020393ffff,Potential Car Buyers,After noon,Weekday,14.353,0.008903
8943a020393ffff,Potential Car Buyers,After noon,Weekend,17.519,0.0108668
8943a020393ffff,Potential Car Buyers,Morning,Weekday,16.834,0.010557
8943a020393ffff,Potential Car Buyers,Morning,Weekend,18.456,0.0115745
8943a020393ffff,Potential Car Buyers,Night,Weekday,13.618,0.008413
8943a020393ffff,Potential Car Buyers,Night,Weekend,13.056,0.00806559
8943a020393ffff,Potential Car Buyers,Noon,Weekday,22.609,0.014407
8943a020393ffff,Potential Car Buyers,Noon,Weekend,18.008,0.0114751
8943a020393ffff,Potential Car Buyers,Other,Weekday,1.537,0.000359
8943a020393ffff,Potential Car Buyers,Other,Weekend,2.181,0.000509363
8943a02040bffff,Families,After noon,Weekday,16.945,0.010631
8943a02040bffff,Families,After noon,Weekend,20.881,0.0131001
8943a02040bffff,Families,Morning,Weekday,24.274,0.015517
8943a02040bffff,Families,Morning,Weekend,16.149,0.010323
8943a02040bffff,Families,Night,Weekday,21.058,0.013373
8943a02040bffff,Families,Night,Weekend,23.659,0.0150247
8943a02040bffff,Families,Noon,Weekday,20.524,0.013017
8943a02040bffff,Families,Noon,Weekend,24.245,0.0153772
8943a02040bffff,Families,Other,Weekday,4.129,0.002087
8943a02040bffff,Families,Other,Weekend,3.976,0.00200949
8943a02040bffff,HNWI,After noon,Weekday,12.964,0.007977
8943a02040bffff,HNWI,After noon,Weekend,10.918,0.00671823
8943a02040bffff,HNWI,Morning,Weekday,15.445,0.009631
8943a02040bffff,HNWI,Morning,Weekend,16.126,0.0100559
8943a02040bffff,HNWI,Night,Weekday,27.856,0.017905
8943a02040bffff,HNWI,Night,Weekend,34.348,0.0220782
8943a02040bffff,HNWI,Noon,Weekday,11.695,0.007131
8943a02040bffff,HNWI,Noon,Weekend,11.769,0.00717627
8943a02040bffff,HNWI,Other,Weekday,15.775,0.009851
8943a02040bffff,HNWI,Other,Weekend,16.694,0.0104251
8943a02040bffff,Potential Car Buyers,After noon,Weekday,11.908,0.007273
8943a02040bffff,Potential Car Buyers,After noon,Weekend,10.575,0.00645868
8943a02040bffff,Potential Car Buyers,Morning,Weekday,28.762,0.018509
8943a02040bffff,Potential Car Buyers,Morning,Weekend,36.079,0.0232177
8943a02040bffff,Potential Car Buyers,Night,Weekday,11.173,0.006783
8943a02040bffff,Potential Car Buyers,Night,Weekend,14.958,0.00908105
8943a02040bffff,Potential Car Buyers,Noon,Weekday,25.012,0.016009
8943a02040bffff,Potential Car Buyers,Noon,Weekend,19.492,0.0124759
8943a02040bffff,Potential Car Buyers,Other,Weekday,29.092,0.018729
8943a02040bffff,Potential Car Buyers,Other,Weekend,35.887,0.0231033
8943a020467ffff,Families,After noon,Weekday,29.659,0.019107
8943a020467ffff,Families,After noon,Weekend,33.961,0.0218787
8943a020467ffff,Families,Morning,Weekday,6.988,0.003993
8943a020467ffff,Families,Morning,Weekend,9.742,0.00556694
8943a020467ffff,Families,Night,Weekday,19.399,0.012267
8943a020467ffff,Families,Night,Weekend,21.205,0.013409
8943a020467ffff,Families,Noon,Weekday,27.622,0.017749
8943a020467ffff,Families,Noon,Weekend,36.032,0.023153
8943a020467ffff,Families,Other,Weekday,7.318,0.004213
8943a020467ffff,Families,Other,Weekend,7.776,0.00447648
8943a020467ffff,HNWI,After noon,Weekday,29.302,0.018869
8943a020467ffff,HNWI,After noon,Weekend,24.961,0.0160736
8943a020467ffff,HNWI,Morning,Weekday,1.783,0.000523
8943a020467ffff,HNWI,Morning,Weekend,1.482,0.000434724
8943a020467ffff,HNWI,Night,Weekday,28.567,0.018379
8943a020467ffff,HNWI,Night,Weekend,39.787,0.0255974
8943a020467ffff,HNWI,Noon,Weekday,1.942,0.000629
8943a020467ffff,HNWI,Noon,Weekend,1.739,0.000563342
8943a020467ffff,HNWI,Other,Weekday,16.486,0.010325
8943a020467ffff,HNWI,Other,Weekend,10.774,0.00674772
8943a020467ffff,Potential Car Buyers,After noon,Weekday,19.006,0.012005
8943a020467ffff,Potential Car Buyers,After noon,Weekend,14.203,0.00897134
8943a020467ffff,Potential Car Buyers,Morning,Weekday,26.335,0.016891
8943a020467ffff,Potential Car Buyers,Morning,Weekend,25.989,0.0166693
8943a020467ffff,Potential Car Buyers,Night,Weekday,18.271,0.011515
8943a020467ffff,Potential Car Buyers,Night,Weekend,14.984,0.00944361
8943a020467ffff,Potential Car Buyers,Noon,Weekday,2.11,0.000741
8943a020467ffff,Potential Car Buyers,Noon,Weekend,1.519,0.000533512
8943a020467ffff,Potential Car Buyers,Other,Weekday,6.19,0.003461
8943a020467ffff,Potential Car Buyers,Other,Weekend,4.353,0.00243372
8943a0204b7ffff,Families,After noon,Weekday,30.556,0.019705
8943a0204b7ffff,Families,After noon,Weekend,44.153,0.0284734
8943a0204b7ffff,Families,Morning,Weekday,3.037,0.001359
8943a0204b7ffff,Families,Morning,Weekend,4.073,0.00182279
8943a0204b7ffff,Families,Night,Weekday,15.448,0.009633
8943a0204b7ffff,Families,Night,Weekend,19.126,0.0119265
8943a0204b7ffff,Families,Noon,Weekday,29.287,0.018859
8943a0204b7ffff,Families,Noon,Weekend,22.425,0.0144402
8943a0204b7ffff,Families,Other,Weekday,3.367,0.001579
8943a0204b7ffff,Families,Other,Weekend,4.573,0.00214444
8943a0204b7ffff,HNWI,After noon,Weekday,6.586,0.003725
8943a0204b7ffff,HNWI,After noon,Weekend,6.016,0.00340236
8943a0204b7ffff,HNWI,Morning,Weekday,23.44,0.014961
8943a0204b7ffff,HNWI,Morning,Weekend,24.836,0.0158518
8943a0204b7ffff,HNWI,Night,Weekday,11.467,0.006979
8943a0204b7ffff,HNWI,Night,Weekend,9.902,0.00602673
8943a0204b7ffff,HNWI,Noon,Weekday,14.842,0.009229
8943a0204b7ffff,HNWI,Noon,Weekend,9.754,0.00606531
8943a0204b7ffff,HNWI,Other,Weekday,29.386,0.018925
8943a0204b7ffff,HNWI,Other,Weekend,30.174,0.0194326
8943a0204b7ffff,Potential Car Buyers,After noon,Weekday,28.777,0.018519
8943a0204b7ffff,Potential Car Buyers,After noon,Weekend,37.997,0.0244522
8943a0204b7ffff,Potential Car Buyers,Morning,Weekday,6.106,0.003405
8943a0204b7ffff,Potential Car Buyers,Morning,Weekend,5.123,0.00285682
8943a0204b7ffff,Potential Car Buyers,Night,Weekday,18.517,0.011679
8943a0204b7ffff,Potential Car Buyers,Night,Weekend,19.039,0.0120081
8943a0204b7ffff,Potential Car Buyers,Noon,Weekday,21.892,0.013929
8943a0204b7ffff,Potential Car Buyers,Noon,Weekend,13.226,0.00841548
8943a0204b7ffff,Potential Car Buyers,Other,Weekday,6.436,0.003625
8943a0204b7ffff,Potential Car Buyers,Other,Weekend,3.828,0.00215612
8943a0204bbffff,Families,After noon,Weekday,28.591,0.018395
8943a0204bbffff,Families,After noon,Weekend,35.002,0.0225195
8943a0204bbffff,Families,Morning,Weekday,5.92,0.003281
8943a0204bbffff,Families,Morning,Weekend,7.95,0.00440615
8943a0204bbffff,Families,Night,Weekday,27.856,0.017905
8943a0204bbffff,Families,Night,Weekend,33.146,0.0213054
8943a0204bbffff,Families,Noon,Weekday,1.231,0.000155
8943a0204bbffff,Families,Noon,Weekend,1.054,0.000132654
8943a0204bbffff,Families,Other,Weekday,15.775,0.009851
8943a0204bbffff,Families,Other,Weekend,22.216,0.0138733
8943a0204bbffff,HNWI,After noon,Weekday,7.759,0.004507
8943a0204bbffff,HNWI,After noon,Weekend,7.64,0.00443813
8943a0204bbffff,HNWI,Morning,Weekday,10.24,0.006161
8943a0204bbffff,HNWI,Morning,Weekend,13.379,0.00804979
8943a0204bbffff,HNWI,Night,Weekday,22.651,0.014435
8943a0204bbffff,HNWI,Night,Weekend,23.55,0.0150076
8943a0204bbffff,HNWI,Noon,Weekday,30.874,0.019917
8943a0204bbffff,HNWI,Noon,Weekend,18.569,0.0119789
8943a0204bbffff,HNWI,Other,Weekday,10.57,0.006381
8943a0204bbffff,HNWI,Other,Weekend,8.255,0.00498324
8943a0204bbffff,Potential Car Buyers,After noon,Weekday,21.196,0.013465
8943a0204bbffff,Potential Car Buyers,After noon,Weekend,25.189,0.0160018
8943a0204bbffff,Potential Car Buyers,Morning,Weekday,28.525,0.018351
8943a0204bbffff,Potential Car Buyers,Morning,Weekend,37.007,0.023808
8943a0204bbffff,Potential Car Buyers,Night,Weekday,30.925,0.019951
8943a0204bbffff,Potential Car Buyers,Night,Weekend,21.756,0.0140355
8943a0204bbffff,Potential Car Buyers,Noon,Weekday,4.3,0.002201
8943a0204bbffff,Potential Car Buyers,Noon,Weekend,5.307,0.00271668
8943a0204bbffff,Potential Car Buyers,Other,Weekday,18.844,0.011897
8943a0204bbffff,Potential Car Buyers,Other,Weekend,14.822,0.00935787
8943a02050bffff,Families,After noon,Weekday,2.989,0.001327
8943a02050bffff,Families,After noon,Weekend,1.767,0.000784295
8943a02050bffff,Families,Morning,Weekday,5.47,0.002981
8943a02050bffff,Families,Morning,Weekend,4.582,0.00249723
8943a02050bffff,Families,Night,Weekday,23.497,0.014999
8943a02050bffff,Families,Night,Weekend,14.284,0.00911771
8943a02050bffff,Families,Noon,Weekday,1.72,0.000481
8943a02050bffff,Families,Noon,Weekend,1.832,0.000512253
8943a02050bffff,Families,Other,Weekday,11.416,0.006945
8943a02050bffff,Families,Other,Weekend,14.551,0.00885192
8943a02050bffff,HNWI,After noon,Weekday,14.635,0.009091
8943a02050bffff,HNWI,After noon,Weekend,19.642,0.012201
8943a02050bffff,HNWI,Morning,Weekday,1.489,0.000327
8943a02050bffff,HNWI,Morning,Weekend,2.142,0.000470349
8943a02050bffff,HNWI,Night,Weekday,13.9,0.008601
8943a02050bffff,HNWI,Night,Weekend,19.512,0.0120739
8943a02050bffff,HNWI,Noon,Weekday,22.891,0.014595
8943a02050bffff,HNWI,Noon,Weekend,24.883,0.0158653
8943a02050bffff,HNWI,Other,Weekday,1.819,0.000547
8943a02050bffff,HNWI,Other,Weekend,1.12,0.000336722
8943a02050bffff,Potential Car Buyers,After noon,Weekday,1.21,0.000141
8943a02050bffff,Potential Car Buyers,After noon,Weekend,1.021,0.000118923
8943a02050bffff,Potential Car Buyers,Morning,Weekday,8.539,0.005027
8943a02050bffff,Potential Car Buyers,Morning,Weekend,11.632,0.00684786
