h3_id,segment,hour_bucket,overall_index,volume_index,exclusivity_index
8943a0200bbffff,Families,0,27.896494,0.017916,1.394825
8943a0200bbffff,Families,2,27.862439,0.017894,1.393122
8943a0200bbffff,Families,4,24.224003,0.015557,1.2112
8943a0200bbffff,Families,6,29.679683,0.019052,1.483984
8943a0200bbffff,Families,8,22.794005,0.014632,1.1397
8943a0200bbffff,Families,10,22.161462,0.014137,1.108073
8943a0200bbffff,Families,12,23.826722,0.0152,1.191336
8943a0200bbffff,Families,14,15.866984,0.010039,0.79339
8943a0200bbffff,Families,16,18.414405,0.01165,0.920767
8943a0200bbffff,Families,18,8.445932,0.005028,0.422251
8943a0200bbffff,Families,20,8.960952,0.005334,0.448
8943a0200bbffff,Families,22,9.333299,0.005556,0.466615
8943a0200bbffff,HNWI,0,21.985853,0.013862,1.099352
8943a0200bbffff,HNWI,2,18.83744,0.011877,0.941923
8943a0200bbffff,HNWI,4,16.686384,0.010521,0.834365
8943a0200bbffff,HNWI,6,9.522058,0.005608,0.476103
8943a0200bbffff,HNWI,8,6.99917,0.004122,0.349958
8943a0200bbffff,HNWI,10,13.593307,0.008431,0.679618
8943a0200bbffff,HNWI,12,14.359513,0.008906,0.717926
8943a0200bbffff,HNWI,14,1.048615,0.000132,0.052473
8943a0200bbffff,HNWI,16,1.344683,0.000169,0.067289
8943a0200bbffff,HNWI,18,27.127107,0.017493,1.356355
8943a0200bbffff,HNWI,20,35.292411,0.022758,1.764621
8943a0200bbffff,HNWI,22,30.022702,0.01936,1.501135
8943a0200bbffff,Potential Car Buyers,0,20.550255,0.013163,1.027472
8943a0200bbffff,Potential Car Buyers,2,22.137998,0.01418,1.106856
8943a0200bbffff,Potential Car Buyers,4,22.358015,0.014321,1.117857
8943a0200bbffff,Potential Car Buyers,6,24.309818,0.015563,1.215539
8943a0200bbffff,Potential Car Buyers,8,24.999522,0.016004,1.250026
8943a0200bbffff,Potential Car Buyers,10,20.725487,0.013172,1.036323
8943a0200bbffff,Potential Car Buyers,12,23.624437,0.015014,1.181277
8943a0200bbffff,Potential Car Buyers,14,22.643126,0.01443,1.132156
8943a0200bbffff,Potential Car Buyers,16,19.440304,0.012389,0.972015
8943a0200bbffff,Potential Car Buyers,18,10.332258,0.006333,0.516613
8943a0200bbffff,Potential Car Buyers,20,12.794326,0.007842,0.639716
8943a0200bbffff,Potential Car Buyers,22,9.985846,0.006121,0.499292
8943a0200c3ffff,Families,0,17.268093,0.010845,0.863405
8943a0200c3ffff,Families,2,20.06286,0.0126,1.003143
8943a0200c3ffff,Families,4,14.546012,0.009135,0.727301
8943a0200c3ffff,Families,6,10.312942,0.006267,0.515647
8943a0200c3ffff,Families,8,13.029925,0.007918,0.651496
8943a0200c3ffff,Families,10,3.171566,0.001327,0.158578
8943a0200c3ffff,Families,12,2.598019,0.001087,0.129901
8943a0200c3ffff,Families,14,8.24283,0.004922,0.412098
8943a0200c3ffff,Families,16,9.030316,0.005392,0.451469
8943a0200c3ffff,Families,18,31.927798,0.02056,1.596335
8943a0200c3ffff,Families,20,34.523341,0.022231,1.726108
8943a0200c3ffff,Families,22,29.989272,0.019312,1.499412
8943a0200c3ffff,HNWI,0,31.018518,0.019897,1.550926
8943a0200c3ffff,HNWI,2,28.819272,0.018486,1.440964
8943a0200c3ffff,HNWI,4,27.515507,0.01765,1.375775
8943a0200c3ffff,HNWI,6,7.270778,0.00405,0.363479
8943a0200c3ffff,HNWI,8,6.919394,0.003854,0.345913
8943a0200c3ffff,HNWI,10,2.56954,0.000977,0.128532
8943a0200c3ffff,HNWI,12,2.75394,0.001047,0.137756
8943a0200c3ffff,HNWI,14,9.564073,0.005685,0.478204
8943a0200c3ffff,HNWI,16,8.737195,0.005193,0.43686
8943a0200c3ffff,HNWI,18,9.27624,0.005455,0.463757
8943a0200c3ffff,HNWI,20,7.215692,0.004244,0.360742
8943a0200c3ffff,HNWI,22,9.776571,0.00575,0.488771
8943a0200c3ffff,Potential Car Buyers,0,21.457412,0.013601,1.072923
8943a0200c3ffff,Potential Car Buyers,2,22.310327,0.014142,1.115571
8943a0200c3ffff,Potential Car Buyers,4,22.028052,0.013963,1.101457
8943a0200c3ffff,Potential Car Buyers,6,8.200107,0.004892,0.409962
8943a0200c3ffff,Potential Car Buyers,8,8.142068,0.004857,0.407061
8943a0200c3ffff,Potential Car Buyers,10,6.775082,0.003732,0.338695
8943a0200c3ffff,Potential Car Buyers,12,5.358183,0.002952,0.267863
8943a0200c3ffff,Potential Car Buyers,14,5.913718,0.003382,0.295686
8943a0200c3ffff,Potential Car Buyers,16,5.640507,0.003225,0.282025
8943a0200c3ffff,Potential Car Buyers,18,2.474895,0.000956,0.123745
8943a0200c3ffff,Potential Car Buyers,20,2.498754,0.000965,0.124938
8943a0200c3ffff,Potential Car Buyers,22,2.118558,0.000818,0.105928
8943a020157ffff,Families,0,13.257435,0.008048,0.662931
8943a020157ffff,Families,2,10.189441,0.006186,0.509518
8943a020157ffff,Families,4,9.662969,0.005866,0.483192
8943a020157ffff,Families,6,17.899197,0.011361,0.89496
8943a020157ffff,Families,8,21.136363,0.013416,1.056818
8943a020157ffff,Families,10,19.546793,0.01227,0.97734
8943a020157ffff,Families,12,16.028158,0.010062,0.801408
8943a020157ffff,Families,14,14.750763,0.009299,0.737498
8943a020157ffff,Families,16,15.703771,0.0099,0.785146
8943a020157ffff,Families,18,23.812096,0.015193,1.190605
8943a020157ffff,Families,20,25.641721,0.01636,1.282086
8943a020157ffff,Families,22,24.808995,0.015829,1.24045
8943a020157ffff,HNWI,0,9.299681,0.005519,0.464933
8943a020157ffff,HNWI,2,8.433556,0.005005,0.421631
8943a020157ffff,HNWI,4,9.77127,0.005799,0.48851
8943a020157ffff,HNWI,6,7.25329,0.004285,0.362706
8943a020157ffff,HNWI,8,8.06038,0.004762,0.403065
8943a020157ffff,HNWI,10,4.754812,0.002539,0.237693
8943a020157ffff,HNWI,12,4.085544,0.002182,0.204236
8943a020157ffff,HNWI,14,1.288865,0.000263,0.064443
8943a020157ffff,HNWI,16,1.443191,0.000294,0.07216
8943a020157ffff,HNWI,18,26.803105,0.017288,1.340199
8943a020157ffff,HNWI,20,28.792045,0.01857,1.439649
8943a020157ffff,HNWI,22,36.394722,0.023474,1.819795
8943a020157ffff,Potential Car Buyers,0,34.460437,0.022222,1.723022
8943a020157ffff,Potential Car Buyers,2,33.589396,0.02166,1.67947
8943a020157ffff,Potential Car Buyers,4,31.402638,0.02025,1.570132
8943a020157ffff,Potential Car Buyers,6,16.145045,0.010084,0.807303
8943a020157ffff,Potential Car Buyers,8,16.221124,0.010131,0.811107
8943a020157ffff,Potential Car Buyers,10,21.698449,0.013797,1.084922
8943a020157ffff,Potential Car Buyers,12,22.159006,0.01409,1.10795
8943a020157ffff,Potential Car Buyers,14,13.65193,0.00842,0.682596
8943a020157ffff,Potential Car Buyers,16,14.434353,0.008902,0.721718
8943a020157ffff,Potential Car Buyers,18,12.233429,0.007509,0.611623
8943a020157ffff,Potential Car Buyers,20,14.696672,0.009021,0.734775
8943a020157ffff,Potential Car Buyers,22,12.84735,0.007886,0.642316
8943a020197ffff,Families,0,2.075539,0.000815,0.10382
8943a020197ffff,Families,2,2.524618,0.000992,0.126283
8943a020197ffff,Families,4,2.230977,0.000876,0.111595
8943a020197ffff,Families,6,19.362344,0.012181,0.968117
8943a020197ffff,Families,8,18.188751,0.011443,0.909438
8943a020197ffff,Families,10,21.640152,0.013814,1.082054
8943a020197ffff,Families,12,21.915607,0.01399,1.095827
8943a020197ffff,Families,14,11.291026,0.006805,0.564606
8943a020197ffff,Families,16,11.327111,0.006826,0.56641
8943a020197ffff,Families,18,15.301017,0.009499,0.765051
8943a020197ffff,Families,20,16.434985,0.010203,0.821749
8943a020197ffff,Families,22,16.839289,0.010454,0.841964
8943a020197ffff,HNWI,0,7.916054,0.004744,0.395803
8943a020197ffff,HNWI,2,11.342042,0.006797,0.567102
8943a020197ffff,HNWI,4,11.03349,0.006612,0.551675
8943a020197ffff,HNWI,6,26.763985,0.017249,1.338155
8943a020197ffff,HNWI,8,27.471374,0.017705,1.373523
8943a020197ffff,HNWI,10,24.125088,0.015334,1.206311
8943a020197ffff,HNWI,12,20.211018,0.012846,1.010598
8943a020197ffff,HNWI,14,24.824204,0.015821,1.24121
8943a020197ffff,HNWI,16,25.426329,0.016205,1.271316
8943a020197ffff,HNWI,18,20.127037,0.012808,1.006306
8943a020197ffff,HNWI,20,20.743702,0.0132,1.037138
8943a020197ffff,HNWI,22,24.809561,0.015788,1.240422
8943a020197ffff,Potential Car Buyers,0,22.187293,0.014136,1.109365
8943a020197ffff,Potential Car Buyers,2,23.193521,0.014778,1.159676
8943a020197ffff,Potential Car Buyers,4,18.311636,0.011667,0.915582
8943a020197ffff,Potential Car Buyers,6,15.178542,0.00951,0.758927
8943a020197ffff,Potential Car Buyers,8,17.425352,0.010918,0.871268
8943a020197ffff,Potential Car Buyers,10,10.804537,0.006643,0.540227
8943a020197ffff,Potential Car Buyers,12,11.079013,0.006812,0.553951
8943a020197ffff,Potential Car Buyers,14,34.175477,0.022019,1.708774
8943a020197ffff,Potential Car Buyers,16,26.079211,0.016803,1.303961
8943a020197ffff,Potential Car Buyers,18,4.062413,0.002124,0.203165
8943a020197ffff,Potential Car Buyers,20,4.286407,0.002241,0.214367
8943a020197ffff,Potential Car Buyers,22,5.281767,0.002761,0.264145
8943a0201bbffff,Families,0,2.269379,0.00072,0.113469
8943a0201bbffff,Families,2,1.78981,0.000568,0.089491
8943a0201bbffff,Families,4,1.584972,0.000503,0.079249
8943a0201bbffff,Families,6,1.272998,0.000311,0.06365
8943a0201bbffff,Families,8,1.802976,0.00044,0.090149
8943a0201bbffff,Families,10,14.630263,0.009193,0.731513
8943a0201bbffff,Families,12,16.883677,0.010608,0.844184
8943a0201bbffff,Families,14,20.188295,0.012905,1.009456
8943a0201bbffff,Families,16,23.366834,0.014936,1.16839
8943a0201bbffff,Families,18,12.645787,0.007829,0.632335
8943a0201bbffff,Families,20,13.787126,0.008535,0.689406
8943a0201bbffff,Families,22,15.284854,0.009462,0.764297
8943a0201bbffff,HNWI,0,19.111588,0.012012,0.955525
8943a0201bbffff,HNWI,2,15.057144,0.009464,0.752814
8943a0201bbffff,HNWI,4,14.587792,0.009169,0.729348
8943a0201bbffff,HNWI,6,7.600448,0.004402,0.380022
8943a0201bbffff,HNWI,8,9.075327,0.005256,0.453766
8943a0201bbffff,HNWI,10,11.146774,0.006877,0.55738
8943a0201bbffff,HNWI,12,11.925816,0.007357,0.596335
8943a0201bbffff,HNWI,14,30.853171,0.01989,1.542608
8943a0201bbffff,HNWI,16,27.783992,0.017912,1.389154
8943a0201bbffff,HNWI,18,31.685568,0.02041,1.584278
8943a0201bbffff,HNWI,20,25.731377,0.016574,1.286569
8943a0201bbffff,HNWI,22,31.380694,0.020213,1.569035
8943a0201bbffff,Potential Car Buyers,0,13.253769,0.008146,0.66274
8943a0201bbffff,Potential Car Buyers,2,14.759371,0.009071,0.738026
8943a0201bbffff,Potential Car Buyers,4,15.117367,0.009291,0.755927
8943a0201bbffff,Potential Car Buyers,6,2.988148,0.001312,0.149407
8943a0201bbffff,Potential Car Buyers,8,2.545796,0.001118,0.12729
8943a0201bbffff,Potential Car Buyers,10,25.365323,0.016331,1.268266
8943a0201bbffff,Potential Car Buyers,12,29.819331,0.019199,1.490967
8943a0201bbffff,Potential Car Buyers,14,28.050216,0.017971,1.402456
8943a0201bbffff,Potential Car Buyers,16,28.510195,0.018265,1.425454
8943a0201bbffff,Potential Car Buyers,18,22.773343,0.014572,1.138667
8943a0201bbffff,Potential Car Buyers,20,29.015943,0.018567,1.450797
8943a0201bbffff,Potential Car Buyers,22,29.358293,0.018786,1.467915
8943a0202cbffff,Families,0,31.954099,0.020613,1.597757
8943a0202cbffff,Families,2,33.508479,0.021616,1.675478
8943a0202cbffff,Families,4,28.862304,0.018619,1.443162
8943a0202cbffff,Families,6,23.010591,0.014611,1.15053
8943a0202cbffff,Families,8,23.074826,0.014652,1.153741
8943a0202cbffff,Families,10,19.700882,0.012373,0.985044
8943a0202cbffff,Families,12,14.544662,0.009135,0.727233
8943a0202cbffff,Families,14,12.659453,0.007823,0.633019
8943a0202cbffff,Families,16,14.120164,0.008726,0.70606
8943a0202cbffff,Families,18,13.884155,0.008541,0.694208
8943a0202cbffff,Families,20,11.765514,0.007238,0.588276
8943a0202cbffff,Families,22,14.033732,0.008633,0.701687
8943a0202cbffff,HNWI,0,25.966112,0.016539,1.298306
8943a0202cbffff,HNWI,2,19.855056,0.012646,0.992753
8943a0202cbffff,HNWI,4,26.444905,0.016844,1.322245
8943a0202cbffff,HNWI,6,21.798174,0.013874,1.089909
8943a0202cbffff,HNWI,8,20.83684,0.013262,1.041842
8943a0202cbffff,HNWI,10,21.276936,0.013411,1.063847
8943a0202cbffff,HNWI,12,19.617495,0.012365,0.980875
8943a0202cbffff,HNWI,14,17.031377,0.010584,0.851627
8943a0202cbffff,HNWI,16,15.090327,0.009378,0.754568
8943a0202cbffff,HNWI,18,3.830881,0.001983,0.191587
8943a0202cbffff,HNWI,20,3.685098,0.001907,0.184296
8943a0202cbffff,HNWI,22,5.045897,0.002612,0.252351
8943a0202cbffff,Potential Car Buyers,0,23.893091,0.015312,1.194655
8943a0202cbffff,Potential Car Buyers,2,30.019353,0.019239,1.500968
8943a0202cbffff,Potential Car Buyers,4,21.586968,0.013835,1.079348
8943a0202cbffff,Potential Car Buyers,6,26.807508,0.017171,1.340375
8943a0202cbffff,Potential Car Buyers,8,20.399288,0.013067,1.019964
8943a0202cbffff,Potential Car Buyers,10,14.468277,0.009048,0.723414
8943a0202cbffff,Potential Car Buyers,12,14.41349,0.009014,0.720674
8943a0202cbffff,Potential Car Buyers,14,7.110239,0.004191,0.355512
8943a0202cbffff,Potential Car Buyers,16,10.021687,0.005908,0.501084
8943a0202cbffff,Potential Car Buyers,18,9.230103,0.005375,0.461447
8943a0202cbffff,Potential Car Buyers,20,7.988296,0.004652,0.399364
8943a0202cbffff,Potential Car Buyers,22,8.91975,0.005194,0.445931
8943a02038fffff,Families,0,9.09222,0.005413,0.454562
8943a02038fffff,Families,2,9.690523,0.005769,0.484474
8943a02038fffff,Families,4,11.031015,0.006567,0.551492
8943a02038fffff,Families,6,8.708377,0.005162,0.435467
8943a02038fffff,Families,8,10.450701,0.006194,0.522593
8943a02038fffff,Families,10,29.735046,0.019172,1.486703
8943a02038fffff,Families,12,32.679273,0.021071,1.63391
8943a02038fffff,Families,14,1.73246,0.000465,0.086623
8943a02038fffff,Families,16,1.478583,0.000397,0.073929
8943a02038fffff,Families,18,22.659463,0.014402,1.132973
8943a02038fffff,Families,20,23.839693,0.015152,1.191985
8943a02038fffff,Families,22,23.399462,0.014872,1.169973
8943a02038fffff,HNWI,0,25.427382,0.016397,1.271369
8943a02038fffff,HNWI,2,34.593233,0.022307,1.729662
8943a02038fffff,HNWI,4,27.616206,0.017808,1.38081
8943a02038fffff,HNWI,6,34.177333,0.022031,1.708867
8943a02038fffff,HNWI,8,29.33533,0.01891,1.466767
8943a02038fffff,HNWI,10,29.214013,0.01874,1.460701
8943a02038fffff,HNWI,12,30.953373,0.019856,1.547669
8943a02038fffff,HNWI,14,10.746427,0.006627,0.537321
8943a02038fffff,HNWI,16,12.188234,0.007516,0.609412
8943a02038fffff,HNWI,18,13.54409,0.008313,0.677258
8943a02038fffff,HNWI,20,14.889338,0.009139,0.744526
8943a02038fffff,HNWI,22,12.700903,0.007795,0.635096
8943a02038fffff,Potential Car Buyers,0,6.495626,0.003758,0.324781
8943a02038fffff,Potential Car Buyers,2,6.899885,0.003992,0.344994
8943a02038fffff,Potential Car Buyers,4,6.331597,0.003663,0.31658
8943a02038fffff,Potential Car Buyers,6,7.501419,0.00431,0.375071
8943a02038fffff,Potential Car Buyers,8,6.35666,0.003652,0.317833
8943a02038fffff,Potential Car Buyers,10,3.64744,0.001732,0.182372
8943a02038fffff,Potential Car Buyers,12,2.788919,0.001325,0.139446
8943a02038fffff,Potential Car Buyers,14,5.355434,0.002818,0.267715
8943a02038fffff,Potential Car Buyers,16,5.048691,0.002657,0.252381
8943a02038fffff,Potential Car Buyers,18,20.540045,0.012997,1.027055
8943a02038fffff,Potential Car Buyers,20,19.105854,0.012089,0.955341
8943a02038fffff,Potential Car Buyers,22,21.849566,0.013826,1.092534
8943a020393ffff,Families,0,4.880135,0.002458,0.244007
8943a020393ffff,Families,2,4.550189,0.002292,0.227509
8943a020393ffff,Families,4,4.364244,0.002198,0.218212
8943a020393ffff,Families,6,16.762496,0.010576,0.83808
8943a020393ffff,Families,8,16.257525,0.010257,0.812833
8943a020393ffff,Families,10,27.523321,0.017598,1.376166
8943a020393ffff,Families,12,21.475097,0.013731,1.073755
8943a020393ffff,Families,14,9.447529,0.005741,0.472376
8943a020393ffff,Families,16,12.474688,0.007581,0.623734
8943a020393ffff,Families,18,16.132023,0.01009,0.806551
8943a020393ffff,Families,20,14.216956,0.008893,0.710804
8943a020393ffff,Families,22,13.721175,0.008582,0.686016
8943a020393ffff,HNWI,0,3.64877,0.001781,0.182487
8943a020393ffff,HNWI,2,3.345802,0.001633,0.167335
8943a020393ffff,HNWI,4,3.702625,0.001807,0.185181
8943a020393ffff,HNWI,6,19.059387,0.012153,0.952928
8943a020393ffff,HNWI,8,23.405649,0.014924,1.170231
8943a020393ffff,HNWI,10,16.361948,0.01034,0.818055
8943a020393ffff,HNWI,12,21.562459,0.013627,1.078067
8943a020393ffff,HNWI,14,20.524196,0.013015,1.02621
8943a020393ffff,HNWI,16,17.832303,0.011308,0.891615
8943a020393ffff,HNWI,18,16.412814,0.010251,0.820641
8943a020393ffff,HNWI,20,18.789705,0.011735,0.939485
8943a020393ffff,HNWI,22,16.783037,0.010482,0.839152
8943a020393ffff,Potential Car Buyers,0,1.40637,0.000328,0.070364
8943a020393ffff,Potential Car Buyers,2,1.255821,0.000293,0.062832
8943a020393ffff,Potential Car Buyers,4,1.423877,0.000333,0.07124
8943a020393ffff,Potential Car Buyers,6,19.23436,0.012062,0.961718
8943a020393ffff,Potential Car Buyers,8,16.942579,0.010625,0.847129
8943a020393ffff,Potential Car Buyers,10,26.477626,0.016872,1.32394
8943a020393ffff,Potential Car Buyers,12,20.968039,0.013361,1.048448
8943a020393ffff,Potential Car Buyers,14,13.204186,0.00819,0.660255
8943a020393ffff,Potential Car Buyers,16,15.391152,0.009547,0.769611
8943a020393ffff,Potential Car Buyers,18,15.028961,0.009285,0.751448
8943a020393ffff,Potential Car Buyers,20,14.86786,0.009185,0.743393
8943a020393ffff,Potential Car Buyers,22,12.059556,0.00745,0.602978
8943a02040bffff,Families,0,3.536984,0.001788,0.176892
8943a02040bffff,Families,2,3.800703,0.001921,0.190081
8943a02040bffff,Families,4,3.952692,0.001998,0.197682
8943a02040bffff,Families,6,27.508753,0.017585,1.375438
8943a02040bffff,Families,8,19.544454,0.012494,0.977223
8943a02040bffff,Families,10,19.18604,0.012168,0.959302
8943a02040bffff,Families,12,18.382526,0.011659,0.919126
8943a02040bffff,Families,14,14.959215,0.009385,0.748005
8943a02040bffff,Families,16,17.088524,0.010721,0.854477
8943a02040bffff,Families,18,24.062977,0.015281,1.203149
8943a02040bffff,Families,20,17.425074,0.011066,0.871254
8943a02040bffff,Families,22,20.5823,0.013071,1.029115
8943a02040bffff,HNWI,0,15.578601,0.009728,0.778979
8943a02040bffff,HNWI,2,17.946902,0.011207,0.897402
8943a02040bffff,HNWI,4,15.991118,0.009986,0.799607
8943a02040bffff,HNWI,6,14.304232,0.00892,0.715165
8943a02040bffff,HNWI,8,17.883766,0.011152,0.89413
8943a02040bffff,HNWI,10,11.267197,0.00687,0.563312
8943a02040bffff,HNWI,12,11.979305,0.007304,0.598914
8943a02040bffff,HNWI,14,12.648456,0.007783,0.632423
8943a02040bffff,HNWI,16,12.249424,0.007537,0.612471
8943a02040bffff,HNWI,18,32.204322,0.0207,1.610216
8943a02040bffff,HNWI,20,26.759031,0.0172,1.337952
8943a02040bffff,HNWI,22,31.5043,0.02025,1.575215
8943a02040bffff,Potential Car Buyers,0,32.175461,0.020714,1.608773
8943a02040bffff,Potential Car Buyers,2,31.353903,0.020185,1.567695
8943a02040bffff,Potential Car Buyers,4,27.146909,0.017477,1.357345
8943a02040bffff,Potential Car Buyers,6,29.258432,0.018828,1.462922
8943a02040bffff,Potential Car Buyers,8,32.988864,0.021229,1.649443
8943a02040bffff,Potential Car Buyers,10,22.638361,0.01449,1.131918
8943a02040bffff,Potential Car Buyers,12,26.531729,0.016982,1.326586
8943a02040bffff,Potential Car Buyers,14,9.713713,0.005933,0.485686
8943a02040bffff,Potential Car Buyers,16,10.851641,0.006628,0.542582
8943a02040bffff,Potential Car Buyers,18,11.057918,0.006713,0.552945
8943a02040bffff,Potential Car Buyers,20,10.163966,0.00617,0.508244
8943a02040bffff,Potential Car Buyers,22,10.783062,0.006546,0.539201
8943a020467ffff,Families,0,8.774136,0.005051,0.438707
8943a020467ffff,Families,2,6.921291,0.003985,0.346065
8943a020467ffff,Families,4,7.736736,0.004454,0.386837
8943a020467ffff,Families,6,5.886901,0.003364,0.294345
8943a020467ffff,Families,8,8.235707,0.004706,0.411785
8943a020467ffff,Families,10,27.038347,0.017374,1.351917
8943a020467ffff,Families,12,23.378156,0.015022,1.168908
8943a020467ffff,Families,14,33.027669,0.021277,1.651328
8943a020467ffff,Families,16,27.179211,0.017509,1.358915
8943a020467ffff,Families,18,19.482998,0.01232,0.9741
8943a020467ffff,Families,20,20.746843,0.013119,1.037289
8943a020467ffff,Families,22,18.105863,0.011449,0.905246
8943a020467ffff,HNWI,0,18.595054,0.011646,0.929753
8943a020467ffff,HNWI,2,13.793177,0.008639,0.689659
8943a020467ffff,HNWI,4,17.819223,0.01116,0.890961
8943a020467ffff,HNWI,6,1.554598,0.000456,0.077773
8943a020467ffff,HNWI,8,1.687467,0.000495,0.084421
8943a020467ffff,HNWI,10,1.755607,0.000569,0.08778
8943a020467ffff,HNWI,12,2.221027,0.000719,0.111051
8943a020467ffff,HNWI,14,24.203452,0.015586,1.210173
8943a020467ffff,HNWI,16,29.129118,0.018758,1.456456
8943a020467ffff,HNWI,18,29.781955,0.019161,1.48915
8943a020467ffff,HNWI,20,26.098811,0.016791,1.304986
8943a020467ffff,HNWI,22,24.944133,0.016048,1.24725
8943a020467ffff,Potential Car Buyers,0,5.219903,0.002919,0.260995
8943a020467ffff,Potential Car Buyers,2,5.937758,0.00332,0.296888
8943a020467ffff,Potential Car Buyers,4,5.12891,0.002868,0.256446
8943a020467ffff,Potential Car Buyers,6,24.476012,0.015699,1.223847
8943a020467ffff,Potential Car Buyers,8,26.641803,0.017088,1.332141
8943a020467ffff,Potential Car Buyers,10,2.497206,0.000877,0.12486
8943a020467ffff,Potential Car Buyers,12,2.169544,0.000762,0.108477
8943a020467ffff,Potential Car Buyers,14,21.458724,0.013554,1.072936
8943a020467ffff,Potential Car Buyers,16,16.269136,0.010276,0.813457
8943a020467ffff,Potential Car Buyers,18,18.631852,0.011742,0.931644
8943a020467ffff,Potential Car Buyers,20,18.672231,0.011768,0.933663
8943a020467ffff,Potential Car Buyers,22,16.377028,0.010321,0.818896
8943a0204b7ffff,Families,0,3.898313,0.001828,0.194858
8943a0204b7ffff,Families,2,4.002622,0.001877,0.200072
8943a0204b7ffff,Families,4,3.363431,0.001577,0.168122
8943a0204b7ffff,Families,6,2.683129,0.001201,0.134112
8943a0204b7ffff,Families,8,2.6947,0.001206,0.134691
8943a0204b7ffff,Families,10,23.799788,0.015326,1.19003
8943a0204b7ffff,Families,12,24.664633,0.015882,1.233274
8943a0204b7ffff,Families,14,31.006395,0.019995,1.55032
8943a0204b7ffff,Families,16,35.910939,0.023158,1.795547
8943a0204b7ffff,Families,18,16.834612,0.010498,0.841731
8943a0204b7ffff,Families,20,15.938783,0.009939,0.796939
8943a0204b7ffff,Families,22,14.184817,0.008845,0.709241
8943a0204b7ffff,HNWI,0,24.063314,0.015497,1.203166
8943a0204b7ffff,HNWI,2,29.653706,0.019097,1.482685
8943a0204b7ffff,HNWI,4,28.8691,0.018592,1.443455
8943a0204b7ffff,HNWI,6,20.749088,0.013243,1.037454
8943a0204b7ffff,HNWI,8,22.681247,0.014477,1.134062
8943a0204b7ffff,HNWI,10,12.809833,0.007965,0.640492
8943a0204b7ffff,HNWI,12,17.382357,0.010809,0.869118
8943a0204b7ffff,HNWI,14,6.402251,0.003621,0.320113
8943a0204b7ffff,HNWI,16,7.541036,0.004265,0.377052
8943a0204b7ffff,HNWI,18,11.259906,0.006853,0.563044
8943a0204b7ffff,HNWI,20,12.842123,0.007816,0.642162
8943a0204b7ffff,HNWI,22,13.113776,0.007981,0.655746
8943a0204b7ffff,Potential Car Buyers,0,7.617199,0.00429,0.38086
8943a0204b7ffff,Potential Car Buyers,2,6.109888,0.003441,0.305494
8943a0204b7ffff,Potential Car Buyers,4,5.364792,0.003022,0.26824
8943a0204b7ffff,Potential Car Buyers,6,5.987849,0.003339,0.299392
8943a0204b7ffff,Potential Car Buyers,8,5.774444,0.00322,0.288722
8943a0204b7ffff,Potential Car Buyers,10,22.479143,0.014303,1.123957
8943a0204b7ffff,Potential Car Buyers,12,19.648289,0.012501,0.982414
8943a0204b7ffff,Potential Car Buyers,14,25.434839,0.016368,1.271698
